Year,Decade,Month,Date,S&P Comp. Price,Dividend,Earnings,CPI,Monthly Inflation,Rolling 1Y Inflation,Long Interest Rate GS10,Real Prices,Real Dividends,Real Total Return Price,Real Earnings,BRolling Average Real Earnings,Return Percentage,1Y FRolling Return Percentage,5Y Frolling Return Percentage,10Y FRolling Return Percentage,Real TR Scaled Earnings,Rolling 10Y CAPE Average,CAPE (P/E10),TR P/E10 or TR CAPE,
1899,1890,6,1899.06,6.07,0.21,0.42,7.14,0.014204545,0.056213018,3.12,220.95,7.46,974.49,15.11,10.41608333,3.410454854,-0.073628257,0.387948869,0.065885608,66.62,17.98358333,21.21,25.92,
1899,1890,7,1899.07,6.28,0.21,0.43,7.23,0.012605042,0.085585586,3.13,225.59,7.39,997.65,15.3,10.46233333,3.422403475,-0.102831654,0.394588737,0.065271738,67.64,17.93216667,21.56,26.31,
1899,1890,8,1899.08,6.44,0.21,0.44,7.33,0.013831259,0.100600601,3.13,228.33,7.33,1012.48,15.48,10.50925,3.434283712,-0.089404235,0.398339904,0.065542074,68.66,17.87941667,21.73,26.47,
1899,1890,9,1899.09,6.37,0.21,0.45,7.61,0.038199181,0.142642643,3.13,217.38,7.08,966.54,15.27,10.55675,3.446315208,-0.076303102,0.422170043,0.069917781,67.9,17.82683333,20.59,25.04,
1899,1890,10,1899.1,6.34,0.21,0.46,7.71,0.013140604,0.157657658,3.14,213.69,7.02,952.71,15.45,10.60258333,3.45837428,-0.013088978,0.444414992,0.070157771,68.87,17.78233333,20.15,24.48,
1899,1890,11,1899.11,6.46,0.21,0.47,7.8,0.011673152,0.171171171,3.14,215.08,6.96,961.49,15.62,10.64891667,3.470383113,0.058346941,0.452165337,0.068001781,69.83,17.73933333,20.2,24.49,
1899,1890,12,1899.12,6.02,0.21,0.48,7.9,0.012820513,0.168639053,3.15,198.01,6.91,887.78,15.79,10.69575,3.483510934,0.234866746,0.480188662,0.07716797,70.79,17.69391667,18.51,22.42,
1900,1900,1,1900.01,6.1,0.22,0.48,7.9,0,0.168639053,3.15,200.64,7.15,902.25,15.79,10.74408333,3.496860048,0.239390413,0.483585431,0.074528171,71,17.66258333,18.67,22.59,
1900,1900,2,1900.02,6.21,0.23,0.48,7.99,0.011392405,0.149640288,3.15,201.83,7.31,910.33,15.6,10.79058333,3.510380023,0.279854558,0.495503093,0.070080822,70.36,17.62825,18.7,22.6,
1900,1900,3,1900.03,6.26,0.23,0.48,7.99,0,0.149640288,3.14,203.45,7.56,920.5,15.6,10.83575,3.524453183,0.315545899,0.505769535,0.069864437,70.58,17.58908333,18.78,22.66,
1900,1900,4,1900.04,6.34,0.24,0.48,7.99,0,0.134943182,3.14,206.05,7.8,935.2,15.6,10.88116667,3.538704198,0.425716424,0.499164621,0.064978221,70.8,17.54966667,18.94,22.83,
1900,1900,5,1900.05,6.04,0.25,0.48,7.8,-0.023779725,0.107954545,3.13,201.09,8.24,915.8,15.98,10.92675,3.554179721,0.387180607,0.495704983,0.067875153,72.78,17.50483333,18.4,22.17,
1900,1900,6,1900.06,5.86,0.26,0.48,7.71,-0.011538462,0.079831933,3.13,197.51,8.59,902.74,16.18,10.97683333,3.57060402,0.552130181,0.505535273,0.065611369,73.94,17.46458333,17.99,21.67,
1900,1900,7,1900.07,5.86,0.26,0.48,7.8,0.011673152,0.078838174,3.13,195.1,8.74,895.06,15.98,11.02883333,3.587698616,0.446942104,0.519512051,0.061471666,73.32,17.42316667,17.69,21.29,
1900,1900,8,1900.08,5.94,0.27,0.48,7.71,-0.011538462,0.051841746,3.12,200.2,9.1,921.96,16.18,11.07933333,3.605194805,0.411189206,0.520187296,0.062362483,74.5,17.37858333,18.07,21.75,
1900,1900,9,1900.09,5.8,0.28,0.48,7.8,0.011673152,0.024967148,3.12,193.1,9.24,892.79,15.98,11.13475,3.623459347,0.437068068,0.536608562,0.068006156,73.89,17.33425,17.34,20.87,
1900,1900,10,1900.1,6.01,0.29,0.48,7.71,-0.011538462,0,3.11,202.56,9.61,940.24,16.18,11.18966667,3.64178515,0.353696928,0.527130485,0.070915458,75.09,17.29758333,18.1,21.78,
1900,1900,11,1900.11,6.48,0.29,0.48,7.71,0,-0.011538462,3.11,218.4,9.86,1017.59,16.18,11.24641667,3.659294872,0.266423609,0.500145587,0.064983478,75.38,17.26275,19.42,23.37,
1900,1900,12,1900.12,6.87,0.3,0.48,7.61,-0.012970169,-0.036708861,3.1,234.44,10.24,1096.29,16.38,11.3015,3.676207132,0.146667396,0.483768688,0.054544937,76.6,17.21891667,20.74,24.95,
1901,1900,1,1901.01,7.07,0.3,0.48,7.71,0.013140604,-0.024050633,3.1,238.29,10.17,1118.24,16.24,11.3585,3.692769315,0.165849907,0.489879688,0.055432473,76.19,17.16058333,20.98,25.22,
1901,1900,2,1901.02,7.25,0.3,0.48,7.61,-0.012970169,-0.047559449,3.11,247.41,10.35,1165.09,16.49,11.41225,3.70914676,0.132315958,0.477483671,0.056660587,77.67,17.10283333,21.68,26.05,
1901,1900,3,1901.03,7.51,0.31,0.49,7.61,0,-0.047559449,3.11,256.28,10.41,1210.96,16.55,11.46791667,3.725144373,0.094330118,0.460738182,0.050682223,78.2,17.04483333,22.35,26.84,
1901,1900,4,1901.04,8.14,0.31,0.49,7.52,-0.011826544,-0.058823529,3.12,281.3,10.6,1333.33,16.82,11.52391667,3.739886242,0.018825047,0.43074688,0.043951056,79.72,16.97833333,24.41,29.29,
1901,1900,5,1901.05,7.73,0.31,0.49,7.52,0,-0.035897436,3.13,267.13,10.65,1270.38,16.87,11.582,3.755662037,0.057604811,0.435590643,0.051684821,80.25,16.89783333,23.06,27.66,
1901,1900,6,1901.06,8.5,0.31,0.49,7.52,0,-0.02464332,3.13,293.74,10.71,1401.17,16.93,11.63841667,3.770102812,-0.054832747,0.413167834,0.043920003,80.77,16.83108333,25.24,30.24,
1901,1900,7,1901.07,7.93,0.31,0.49,7.61,0.011968085,-0.024358974,3.14,270.62,10.64,1295.1,16.78,11.69208333,3.785677334,0.048976913,0.439739044,0.051025214,80.3,16.7485,23.14,27.71,
1901,1900,8,1901.08,8.04,0.31,0.49,7.71,0.013140604,0,3.15,270.98,10.56,1301.06,16.63,11.74225,3.80131375,0.088051281,0.45435822,0.042543009,79.83,16.68133333,23.08,27.61,
1901,1900,9,1901.09,8,0.32,0.5,7.8,0.011673152,0,3.15,266.35,10.49,1283,16.48,11.79,3.816970152,0.096383476,0.465920884,0.037556988,79.39,16.60483333,22.59,27.01,
1901,1900,10,1901.1,7.91,0.32,0.5,7.8,0,0.011673152,3.16,263.35,10.54,1272.8,16.54,11.83416667,3.833111828,0.003598366,0.454908759,0.039448622,79.92,16.52491667,22.25,26.59,
1901,1900,11,1901.11,8.08,0.32,0.5,7.9,0.012820513,0.02464332,3.17,265.77,10.47,1288.7,16.39,11.87766667,3.848929526,-0.01153876,0.455986093,0.043782139,79.48,16.44841667,22.38,26.71,
1901,1900,12,1901.12,7.95,0.32,0.5,7.99,0.011392405,0.049934297,3.17,258.38,10.4,1257.08,16.25,11.91758333,3.865237247,-0.017699749,0.459420538,0.048385357,79.06,16.37633333,21.68,25.87,
1902,1900,1,1902.01,8.12,0.32,0.51,7.9,-0.01126408,0.02464332,3.18,267.08,10.55,1303.7,16.8,11.95508333,3.881308971,-0.012311115,0.44554082,0.044043972,82.01,16.31175,22.34,26.64,
1902,1900,2,1902.02,8.19,0.32,0.52,7.9,0,0.038107753,3.19,269.39,10.58,1319.25,17.16,11.99391667,3.897175099,-0.026515065,0.428834426,0.041261541,84.04,16.2405,22.46,26.76,
1902,1900,3,1902.03,8.2,0.32,0.53,7.9,0,0.038107753,3.2,269.72,10.61,1325.19,17.52,12.035,3.913206288,-0.033844203,0.403344691,0.042061148,86.06,16.16608333,22.41,26.67,
1902,1900,4,1902.04,8.48,0.32,0.54,7.99,0.011392405,0.0625,3.21,275.61,10.51,1358.43,17.66,12.07558333,3.928812452,-0.092702605,0.39977765,0.039998022,87.03,16.093,22.82,27.14,
1902,1900,5,1902.05,8.46,0.32,0.55,8.09,0.012515645,0.075797872,3.22,271.72,10.41,1343.56,17.8,12.11516667,3.944648903,-0.076081455,0.389251178,0.041463423,88.01,16.01658333,22.43,26.64,
1902,1900,6,1902.06,8.41,0.33,0.57,8.18,0.011124845,0.087765957,3.23,266.97,10.32,1324.34,17.94,12.15516667,3.960632281,-0.110976033,0.383459421,0.04442393,88.97,15.94341667,21.96,26.06,
1902,1900,7,1902.07,8.6,0.33,0.58,8.18,0,0.074901445,3.24,273.01,10.34,1358.53,18.28,12.1955,3.976118091,-0.169742295,0.388866356,0.042303825,90.96,15.87533333,22.39,26.53,
1902,1900,8,1902.08,8.83,0.33,0.59,8.09,-0.011002445,0.049286641,3.25,283.6,10.49,1415.62,18.84,12.24083333,3.991607898,-0.225491304,0.358306698,0.039774783,94.06,15.80375,23.17,27.42,
1902,1900,9,1902.09,8.85,0.33,0.6,8.18,0.011124845,0.048717949,3.26,280.94,10.4,1406.66,18.97,12.2915,4.006976579,-0.244771302,0.359269238,0.040368002,94.97,15.72716667,22.86,27.02,
1902,1900,10,1902.1,8.57,0.33,0.61,8.75,0.069682152,0.121794872,3.27,254.31,9.74,1277.38,18.05,12.3425,4.022924777,-0.182216725,0.353749823,0.050657829,90.67,15.65275,20.6,24.33,
1902,1900,11,1902.11,8.24,0.33,0.62,8.47,-0.032,0.072151899,3.28,252.76,10.1,1273.83,18.99,12.38508333,4.039681912,-0.163789517,0.351870994,0.05019947,95.72,15.597,20.41,24.08,
1902,1900,12,1902.12,8.05,0.33,0.63,8.56,0.010625738,0.071339174,3.29,244.19,10.01,1234.83,19.11,12.4375,4.056840984,-0.093535142,0.382354919,0.051089685,96.64,15.5415,19.63,23.15,
1903,1900,1,1903.01,8.46,0.33,0.62,8.66,0.011682243,0.096202532,3.3,253.81,9.95,1287.65,18.65,12.4915,4.073283165,-0.132753466,0.38770833,0.04522861,94.63,15.4895,20.32,23.93,
1903,1900,2,1903.02,8.41,0.33,0.61,8.66,0,0.096202532,3.31,252.31,10,1284.27,18.4,12.548,4.090047957,-0.169271259,0.383622995,0.042196647,93.66,15.42975,20.11,23.67,
1903,1900,3,1903.03,8.08,0.34,0.61,8.37,-0.033487298,0.059493671,3.32,250.67,10.39,1280.34,18.77,12.60608333,4.107671441,-0.156177265,0.398035266,0.040995199,95.87,15.36783333,19.88,23.4,
1903,1900,4,1903.04,7.75,0.34,0.6,8.37,0,0.047559449,3.33,240.43,10.45,1232.5,18.51,12.6675,4.126232167,-0.087610548,0.422862791,0.045322502,94.89,15.30583333,18.98,22.33,
1903,1900,5,1903.05,7.6,0.34,0.59,8.18,-0.022700119,0.011124845,3.33,241.26,10.74,1241.34,18.68,12.72816667,4.145237503,-0.088468913,0.438208666,0.043243828,96.09,15.25125,18.95,22.29,
1903,1900,6,1903.06,7.18,0.34,0.58,8.18,0,0,3.34,227.93,10.79,1177.37,18.41,12.79166667,4.165489405,-0.033396468,0.45636125,0.042822761,95.11,15.19516667,17.82,20.96,
1903,1900,7,1903.07,6.85,0.34,0.57,8.18,0,0,3.35,217.45,10.85,1127.93,18.15,12.85316667,4.187077489,0.055038877,0.478816548,0.04816025,94.14,15.14241667,16.92,19.91,
1903,1900,8,1903.08,6.63,0.34,0.56,8.18,0,0.011124845,3.36,210.47,10.9,1096.41,17.88,12.91291667,4.209340999,0.113406481,0.502313526,0.05440947,93.15,15.0975,16.3,19.19,
1903,1900,9,1903.09,6.47,0.35,0.56,8.28,0.012224939,0.012224939,3.37,203.03,10.83,1062.35,17.42,12.96941667,4.232477959,0.19044571,0.511116118,0.058170799,91.13,15.06041667,15.65,18.45,
1903,1900,10,1903.1,6.26,0.35,0.55,8.18,-0.012077295,-0.065142857,3.38,198.72,11.01,1044.62,17.35,13.0285,4.256743156,0.286132756,0.519269493,0.057059932,91.23,15.02866667,15.25,18,
1903,1900,11,1903.11,6.28,0.35,0.54,8.09,-0.011002445,-0.044864227,3.38,201.7,11.19,1065.19,17.29,13.09083333,4.281060982,0.303926999,0.532617388,0.051762032,91.3,14.99716667,15.41,18.2,
1903,1900,12,1903.12,6.57,0.35,0.53,8.09,0,-0.054906542,3.39,211.02,11.24,1119.33,17.02,13.15325,4.304378732,0.256939419,0.523548863,0.047992511,90.3,14.961,16.04,18.97,
1904,1900,1,1904.01,6.68,0.35,0.53,8.28,0.023485785,-0.043879908,3.4,209.62,10.88,1116.71,16.53,13.21516667,4.327306555,0.291337948,0.530958529,0.052959612,88.05,14.92041667,15.86,18.78,
1904,1900,2,1904.02,6.5,0.34,0.52,8.47,0.02294686,-0.021939954,3.41,199.39,10.53,1066.88,16.05,13.27341667,4.350719695,0.415163842,0.535306475,0.06071299,85.89,14.88525,15.02,17.8,
1904,1900,3,1904.03,6.48,0.34,0.52,8.37,-0.011806375,0,3.41,201.03,10.55,1080.38,16.13,13.32916667,4.374222753,0.45771858,0.538125182,0.057855647,86.7,14.85933333,15.08,17.9,
1904,1900,4,1904.04,6.64,0.34,0.52,8.28,-0.010752688,-0.010752688,3.42,208.36,10.57,1124.52,16.21,13.38608333,4.397005183,0.387560915,0.535332604,0.052630811,87.51,14.83108333,15.57,18.49,
1904,1900,5,1904.05,6.5,0.33,0.51,8.09,-0.02294686,-0.011002445,3.43,208.77,10.71,1131.52,16.49,13.44641667,4.419935815,0.33032558,0.542750271,0.05204219,89.36,14.79733333,15.53,18.46,
1904,1900,6,1904.06,6.51,0.33,0.51,8.09,0,-0.011002445,3.43,209.09,10.6,1138.05,16.38,13.51183333,4.442871491,0.342401476,0.545645953,0.051405081,89.16,14.76358333,15.47,18.42,
1904,1900,7,1904.07,6.78,0.33,0.51,8.09,0,-0.011002445,3.44,217.76,10.49,1190.01,16.27,13.57908333,4.464777737,0.32808968,0.538582648,0.040233829,88.93,14.72991667,16.04,19.11,
1904,1900,8,1904.08,7.01,0.32,0.5,8.18,0.011124845,0,3.45,222.53,10.26,1220.75,15.98,13.64816667,4.485777199,0.331443785,0.537236836,0.036024515,87.65,14.68533333,16.3,19.45,
1904,1900,9,1904.09,7.32,0.32,0.5,8.28,0.012224939,0,3.45,229.7,10.04,1264.67,15.69,13.71941667,4.505746626,0.308040833,0.525852586,0.032855397,86.38,14.63691667,16.74,19.99,
1904,1900,10,1904.1,7.75,0.32,0.5,8.28,0,0.012224939,3.46,243.19,9.94,1343.52,15.59,13.79175,4.524569267,0.252247827,0.504868742,0.028118161,86.11,14.58491667,17.63,21.07,
1904,1900,11,1904.11,8.17,0.31,0.49,8.47,0.02294686,0.04697157,3.47,250.61,9.61,1388.93,15.13,13.86425,4.542197039,0.194646238,0.492564916,0.024168076,83.86,14.52641667,18.08,21.61,
1904,1900,12,1904.12,8.25,0.31,0.49,8.47,0,0.04697157,3.47,253.07,9.51,1406.93,15.03,13.93566667,4.559449955,0.198368078,0.491350761,0.019855993,83.56,14.46341667,18.16,21.72,
1905,1900,1,1905.01,8.43,0.31,0.51,8.47,0,0.02294686,3.48,258.59,9.56,1442.05,15.49,14.00816667,4.576588422,0.2130578,0.482445189,0.019606433,86.39,14.39683333,18.46,22.09,
1905,1900,2,1905.02,8.8,0.31,0.52,8.47,0,0,3.48,269.94,9.61,1509.81,15.95,14.082,4.593131807,0.153741199,0.460224006,0.01506161,89.22,14.32933333,19.17,22.94,
1905,1900,3,1905.03,9.05,0.32,0.54,8.37,-0.011806375,0,3.47,280.76,9.77,1574.89,16.6,14.15725,4.609381678,0.082247014,0.451427058,0.014849173,93.1,14.25566667,19.83,23.74,
1905,1900,4,1905.04,8.94,0.32,0.55,8.37,0,0.010869565,3.47,277.35,9.83,1560.34,17.06,14.23541667,4.625887867,0.080847764,0.446294447,0.022606855,95.99,14.17966667,19.48,23.33,
1905,1900,5,1905.05,8.5,0.32,0.57,8.28,-0.010752688,0.023485785,3.46,266.73,9.99,1505.29,17.73,14.31758333,4.643497169,0.082070564,0.459441589,0.023301209,100.06,14.11233333,18.63,22.31,
1905,1900,6,1905.06,8.6,0.32,0.58,8.28,0,0.023485785,3.46,269.87,10.04,1527.72,18.2,14.40375,4.660947864,0.083647527,0.445703746,0.023389491,103.03,14.049,18.74,22.45,
1905,1900,7,1905.07,8.87,0.32,0.6,8.28,0,0.023485785,3.46,278.34,10.09,1580.44,18.67,14.49241667,4.678091543,0.05925565,0.423220258,0.019992718,106.02,13.98575,19.21,23.01,
1905,1900,8,1905.08,9.2,0.32,0.61,8.37,0.010869565,0.023227384,3.45,285.41,10.03,1625.36,18.92,14.58175,4.694824989,0.08478737,0.426901614,0.021809225,107.77,13.91825,19.57,23.45,
1905,1900,9,1905.09,9.23,0.33,0.63,8.28,-0.010752688,0,3.45,289.64,10.2,1654.24,19.61,14.66991667,4.711365833,0.089950672,0.428649414,0.024156723,112.02,13.85166667,19.74,23.65,
1905,1900,10,1905.1,9.36,0.33,0.64,8.28,0,0,3.44,293.72,10.25,1682.42,20.08,14.76141667,4.727972218,0.020417018,0.447342835,0.027346806,115.04,13.78725,19.9,23.83,
1905,1900,11,1905.11,9.31,0.33,0.66,8.37,0.010869565,-0.011806375,3.44,288.83,10.18,1659.28,20.32,14.8545,4.7448326,0.048026855,0.459055616,0.031699415,116.74,13.726,19.44,23.28,
1905,1900,12,1905.12,9.54,0.33,0.67,8.47,0.011947431,0,3.43,292.64,10.12,1686.02,20.55,14.94725,4.761413341,0.014608368,0.448266666,0.030657695,118.41,13.67116667,19.58,23.43,
1906,1900,1,1906.01,9.87,0.34,0.68,8.47,0,0,3.43,302.76,10.3,1749.29,20.78,15.03841667,4.777810807,-0.036323308,0.446599164,0.024643817,120.08,13.61533333,20.13,24.08,
1906,1900,2,1906.02,9.8,0.34,0.69,8.47,0,0,3.45,300.61,10.48,1741.93,21.01,15.13141667,4.794650877,-0.078998582,0.46400388,0.024056626,121.76,13.55208333,19.87,23.75,
1906,1900,3,1906.03,9.56,0.35,0.69,8.47,0,0.011947431,3.47,293.25,10.66,1704.42,21.24,15.22625,4.812173913,-0.138692341,0.465956638,0.025401825,123.46,13.48941667,19.26,23.02,
1906,1900,4,1906.04,9.43,0.35,0.7,8.47,0,0.011947431,3.49,289.26,10.84,1686.49,21.47,15.32408333,4.83036023,-0.121773625,0.479415382,0.024835139,125.19,13.43041667,18.88,22.56,
1906,1900,5,1906.05,9.18,0.36,0.71,8.56,0.010625738,0.033816425,3.51,278.47,10.9,1628.83,21.46,15.42383333,4.849211764,-0.136723906,0.498312002,0.030132081,125.53,13.37233333,18.05,21.57,
1906,1900,6,1906.06,9.3,0.37,0.72,8.56,0,0.033816425,3.53,282.11,11.07,1655.51,21.69,15.52341667,4.868313778,-0.18273523,0.5015815,0.028949062,127.28,13.32216667,18.17,21.72,
1906,1900,7,1906.07,9.06,0.37,0.72,8.28,-0.03271028,0,3.55,284.3,11.64,1674.09,22.67,15.62491667,4.888462891,-0.157243637,0.495999879,0.026832562,133.5,13.27075,18.2,21.75,
1906,1900,8,1906.08,9.73,0.38,0.73,8.47,0.02294686,0.011947431,3.57,298.47,11.56,1763.17,22.39,15.73566667,4.907360874,-0.256294061,0.459040305,0.021824953,132.28,13.21733333,18.97,22.67,
1906,1900,9,1906.09,10.03,0.38,0.74,8.56,0.010625738,0.033816425,3.59,304.25,11.6,1803.04,22.37,15.84525,4.926179129,-0.277004393,0.4355659,0.022237588,132.58,13.157,19.2,22.94,
1906,1900,10,1906.1,9.73,0.39,0.75,8.75,0.022196262,0.056763285,3.61,288.73,11.52,1716.77,22.11,15.95583333,4.945935649,-0.326491027,0.453649511,0.029024632,131.45,13.0965,18.1,21.62,
1906,1900,11,1906.11,9.93,0.39,0.75,8.85,0.011428571,0.05734767,3.63,291.5,11.57,1738.97,22.09,16.06758333,4.965591767,-0.343714958,0.466636118,0.028702196,131.78,13.04608333,18.14,21.68,
1906,1900,12,1906.12,9.84,0.4,0.76,8.94,0.010169492,0.055489965,3.65,285.79,11.62,1710.65,22.07,16.18233333,4.985688792,-0.279449332,0.478104266,0.025777328,132.12,12.99533333,17.66,21.11,
1907,1900,1,1907.01,9.56,0.4,0.75,8.85,-0.010067114,0.044864227,3.67,280.64,11.84,1685.75,22.07,16.298,5.006805872,-0.225169806,0.481982922,0.02447427,132.55,12.94325,17.22,20.6,
1907,1900,2,1907.02,9.26,0.41,0.74,9.04,0.021468927,0.06729634,3.69,266.11,11.69,1604.32,21.36,16.40891667,5.028785089,-0.202497008,0.49338862,0.021555171,128.78,12.89133333,16.22,19.41,
1907,1900,3,1907.03,8.35,0.41,0.74,8.94,-0.011061947,0.055489965,3.7,242.51,11.91,1468.03,21.35,16.51108333,5.053482331,-0.088077219,0.525092228,0.034363924,129.22,12.84,14.69,17.6,
1907,1900,4,1907.04,8.39,0.41,0.73,8.94,0,0.055489965,3.72,243.67,12,1481.12,21.11,16.61041667,5.078384701,-0.053297505,0.525148271,0.027420501,128.29,12.80366667,14.67,17.59,
1907,1900,5,1907.05,8.1,0.42,0.72,9.13,0.021252796,0.066588785,3.74,230.35,11.85,1406.13,20.43,16.70375,5.104319514,0.055770092,0.543340716,0.028199702,124.69,12.76175,13.79,16.56,
1907,1900,6,1907.06,7.84,0.42,0.71,9.23,0.010952903,0.078271028,3.75,220.66,11.82,1352.99,19.98,16.78725,5.131559866,0.103703649,0.561021211,0.033237297,122.53,12.723,13.14,15.81,
1907,1900,7,1907.07,8.14,0.42,0.7,9.23,0,0.1147343,3.77,229.1,11.91,1410.85,19.75,16.86416667,5.158227848,0.090059184,0.55094891,0.028248073,121.62,12.68975,13.59,16.36,
1907,1900,8,1907.08,7.53,0.43,0.69,9.23,0,0.089728453,3.79,211.93,12.01,1311.28,19.51,16.93625,5.187326004,0.228280764,0.580627054,0.031745292,120.73,12.6515,12.51,15.09,
1907,1900,9,1907.09,7.45,0.43,0.69,9.23,0,0.078271028,3.8,209.68,12.1,1303.59,19.28,17.00758333,5.217045021,0.227180325,0.58380022,0.025628152,119.86,12.61866667,12.33,14.9,
1907,1900,10,1907.1,6.64,0.43,0.68,9.32,0.009750813,0.065142857,3.82,184.98,12.07,1156.26,18.85,17.07691667,5.250729809,0.391105807,0.624656937,0.031441401,117.84,12.58216667,10.83,13.12,
1907,1900,11,1907.11,6.25,0.44,0.67,8.94,-0.040772532,0.010169492,3.84,181.52,12.68,1141.26,19.41,17.13866667,5.287241075,0.494479786,0.628474595,0.024662071,122.03,12.5535,10.59,12.86,
1907,1900,12,1907.12,6.57,0.44,0.66,8.75,-0.021252796,-0.021252796,3.85,194.96,13.06,1232.61,19.59,17.20233333,5.32237382,0.405335021,0.598129173,0.01264512,123.82,12.5215,11.33,13.8,
1908,1900,1,1908.01,6.85,0.44,0.65,8.66,-0.010285714,-0.021468927,3.87,205.5,13.1,1306.17,19.6,17.26483333,5.356058394,0.34974008,0.576956737,0.011303929,124.57,12.4805,11.9,14.52,
1908,1900,2,1908.02,6.6,0.43,0.65,8.56,-0.011547344,-0.053097345,3.86,200.2,13.14,1279.45,19.62,17.32633333,5.390859141,0.329399351,0.575207591,0.016484206,125.37,12.43666667,11.55,14.13,
1908,1900,3,1908.03,6.87,0.43,0.64,8.56,0,-0.042505593,3.85,208.39,13.04,1338.73,19.41,17.38833333,5.424156629,0.292784953,0.558070629,0.011309091,124.71,12.39691667,11.98,14.68,
1908,1900,4,1908.04,7.24,0.43,0.63,8.66,0.011682243,-0.031319911,3.84,217.2,12.8,1402.18,19,17.44758333,5.455709024,0.267718838,0.546272455,0.004991294,122.65,12.35283333,12.45,15.28,
1908,1900,5,1908.05,7.63,0.42,0.63,8.66,0,-0.051478642,3.83,228.9,12.7,1484.55,18.8,17.50233333,5.485583224,0.228998686,0.526232298,0.001034543,121.94,12.30341667,13.08,16.07,
1908,1900,6,1908.06,7.64,0.42,0.62,8.66,0,-0.061755146,3.82,229.2,12.6,1493.3,18.6,17.56116667,5.515270506,0.235197214,0.508553351,-8.64195E-05,121.18,12.24925,13.05,16.06,
1908,1900,7,1908.07,7.92,0.42,0.61,8.75,0.01039261,-0.052004334,3.82,235.02,12.37,1537.91,18.2,17.61041667,5.543740958,0.220819164,0.503456394,-0.004218573,119.09,12.19466667,13.35,16.44,
1908,1900,8,1908.08,8.26,0.41,0.61,8.75,0,-0.052004334,3.81,245.11,12.26,1610.62,18,17.65375,5.571008935,0.186040158,0.500171766,-0.009175671,118.3,12.1365,13.88,17.12,
1908,1900,9,1908.09,8.17,0.41,0.6,8.75,0,-0.052004334,3.8,242.44,12.17,1599.74,17.8,17.69433333,5.598498598,0.187611737,0.50468023,-0.010284081,117.48,12.07333333,13.7,16.92,
1908,1900,10,1908.1,8.27,0.41,0.59,8.85,0.011428571,-0.050429185,3.79,242.77,11.94,1608.48,17.42,17.73216667,5.625530337,0.166871829,0.496069901,-0.00796302,115.39,12.01041667,13.69,16.92,
1908,1900,11,1908.11,8.83,0.4,0.59,8.94,0.010169492,0,3.78,256.45,11.71,1705.59,17.04,17.76575,5.650770131,0.088403426,0.470685646,-0.01252512,113.33,11.94875,14.44,17.85,
1908,1900,12,1908.12,9.03,0.4,0.58,9.04,0.011185682,0.033142857,3.77,259.5,11.49,1732.23,16.67,17.79508333,5.675260116,0.077789901,0.471229805,-0.01663934,111.26,11.88116667,14.58,18.04,
1909,1900,1,1909.01,9.06,0.4,0.6,8.94,-0.011061947,0.032332564,3.76,263.13,11.71,1762.99,17.28,17.82183333,5.700072208,0.050159105,0.480394404,-0.01840355,115.78,11.81075,14.76,18.28,
1909,1900,2,1909.02,8.8,0.41,0.61,9.04,0.011185682,0.056074766,3.77,252.89,11.69,1700.9,17.53,17.85025,5.725849183,0.053624552,0.50048811,-0.012105468,117.9,11.73858333,14.17,17.55,
1909,1900,3,1909.03,8.92,0.41,0.63,9.04,0,0.056074766,3.79,256.34,11.78,1730.69,17.96,17.8805,5.751540922,0.044941613,0.492123769,-0.011502618,121.26,11.6725,14.34,17.77,
1909,1900,4,1909.04,9.32,0.41,0.64,9.23,0.021017699,0.065819861,3.8,262.31,11.63,1777.57,18.01,17.911,5.776600206,-0.01261835,0.482458768,-0.012157479,122.06,11.606,14.65,18.16,
1909,1900,5,1909.05,9.63,0.42,0.66,9.32,0.009750813,0.076212471,3.81,268.27,11.61,1824.51,18.25,17.94016667,5.801021359,-0.032035999,0.475993139,-0.008792537,124.1,11.53775,14.95,18.55,
1909,1900,6,1909.06,9.8,0.42,0.67,9.42,0.010729614,0.087759815,3.82,270.25,11.58,1844.52,18.48,17.968,5.825235893,-0.076008935,0.473734571,-0.006762647,126.1,11.47008333,15.04,18.66,
1909,1900,7,1909.07,9.94,0.42,0.69,9.42,0,0.076571429,3.84,274.11,11.67,1877.51,18.89,17.99608333,5.849476488,-0.134326848,0.451399912,-0.007760515,129.39,11.40325,15.23,18.9,
1909,1900,8,1909.08,10.18,0.43,0.7,9.51,0.00955414,0.086857143,3.85,277.92,11.65,1910.26,19.11,18.026,5.873416811,-0.116214547,0.443050236,-0.017531827,131.35,11.33508333,15.42,19.13,
1909,1900,9,1909.09,10.19,0.43,0.72,9.61,0.010515247,0.098285714,3.86,275.44,11.62,1899.87,19.33,18.05625,5.897582051,-0.092674762,0.447001854,-0.015519008,133.31,11.26058333,15.25,18.93,
1909,1900,10,1909.1,10.23,0.43,0.73,9.8,0.019771072,0.107344633,3.87,271.15,11.48,1876.89,19.35,18.09008333,5.921962014,-0.006079205,0.455770674,-0.010588639,133.93,11.18816667,14.99,18.6,
1909,1900,11,1909.11,10.18,0.44,0.75,9.9,0.010204082,0.10738255,3.89,267.23,11.46,1856.37,19.56,18.12258333,5.94671257,0.028814299,0.458483426,-0.014149008,135.85,11.11983333,14.75,18.29,
